uuid|studentuuid|sujectuuid|roomnameuuid
9C0BBDE5-BF68-42E9-A51F-702B08B15C88|A52DEF60-7318-4176-AC19-FEEB995D02EC|c9caf109-c27d-4062-9b9f-ac4268629e27|04CF6D23-2063-47A4-A055-A4C3F88E0890
059A7D6C-0971-4CDA-97FE-1FBF310DB376|FC23CD24-E61E-444C-A5D7-520899BED96D|f098e943-26fd-4dc0-b6a0-2d02477004a4|7E8BDC36-02E4-45F6-8EC6-AA5B95EA79D0
22468DD0-1F67-4AE0-A1C4-1D59982141B6|37EE450B-A4D5-4C13-A29B-93AF948AD2B1|0e5dc1c6-f62f-4a36-a1ec-064173332694|46398A47-93F2-4591-B36F-1C28B03CC2F3
45196235-4DB1-49EF-89FD-DF12817001C3|39054B85-CD7B-4E25-8577-EA250AE98CD6|e1729cc2-524a-4069-b4a4-be5aec8473fe|EEF296C6-0A09-499B-89AA-9AF92CC87701
9CF56457-F6B0-4D42-BC38-ACEB2BB9EF9E|AC6A577C-A7BB-4539-A9B3-32FFF935B8CD|b9bbd718-b32f-4466-ab34-42f544ff900e|D8088F84-8BEA-4DCF-B13A-7FA350B7331F
88794D9C-FDFD-4221-B293-8FC7FCD1FD7B|C650A260-BE1A-4E78-97F7-AA8B84591018|D0F7EC32-EA25-7D32-8708-2CC132446A2E|4DA86139-6A72-4089-8858-6A3A613FDFE6
F81E6180-1ECE-4ACA-BEDA-A90A622D4A09|CDCDA338-33ED-4675-902E-C00D107082ED|66027e51-b1ad-4b10-8250-63af64d23323|E06D24F3-6D2C-47A5-9300-F880877E0C1C
D06B66E7-E64B-47E8-AC81-3C1C090B7CDD|E76665A4-BC71-4B0E-9FB6-A94976BA204D|4f59580d-1a16-4669-9ed5-4b89615d6903|A41016A0-2848-4969-8197-878D1D9687D6
1FD418D4-3301-49CB-8AC2-27CEC810842C|A281262A-0F0C-4593-9BBF-34CDA13B79EA|552c0a24-6038-440f-add5-2dadfb9a23bd|4927E344-0A7C-40A1-AD9B-4A0E4AC305B8
0443C99C-7134-40AD-A7B8-FBC8946BE3C4|5CB4E3CB-58DB-4DD0-B42C-5FFA1E55E1C3|44f23b3c-e066-4b45-931c-0e8073d3a93a|59E5F556-4B04-43B2-8139-E2D39A7836C6
01AFAA93-263D-4095-BD24-3B40562BB246|9AFDE5BE-F5FD-47F8-8B87-C337A25FC258|de0c86be-9bcb-4d3b-8098-b06687536c1f|343E96D0-3F83-4A37-A4DA-5A18EF6E8937
DFE98A90-726F-4906-A8CE-13224BF88471|9CCE009F-2C80-40AE-9504-E901C3AC7C0B|c9caf109-c27d-4062-9b9f-ac4268629e27|04CF6D23-2063-47A4-A055-A4C3F88E0890
1D55DBBD-1E7B-4223-81D9-C7C5BD5B2C4B|9A2851E1-D22B-458E-9AEC-954F1A40B7C7|f098e943-26fd-4dc0-b6a0-2d02477004a4|7E8BDC36-02E4-45F6-8EC6-AA5B95EA79D0
CCB26E64-7C28-46D7-8D3C-FC2F72CE11D1|01C0BE4A-9618-4593-AE69-340092293313|0e5dc1c6-f62f-4a36-a1ec-064173332694|46398A47-93F2-4591-B36F-1C28B03CC2F3
7146D289-B3D8-4903-A91A-6C44EF10E23E|95FDCCC2-0823-49B7-97C1-B83DC3F889D8|e1729cc2-524a-4069-b4a4-be5aec8473fe|EEF296C6-0A09-499B-89AA-9AF92CC87701
A6844EF2-B723-4F21-A7B6-E2797CC42967|BA29BACF-52F8-4E5D-92C8-480E1688AF91|b9bbd718-b32f-4466-ab34-42f544ff900e|D8088F84-8BEA-4DCF-B13A-7FA350B7331F
08EA73BB-0186-4A96-A807-66957BF7DD67|29812CEA-1104-40EE-A9A0-3A25A83D8396|D0F7EC32-EA25-7D32-8708-2CC132446A2E|4DA86139-6A72-4089-8858-6A3A613FDFE6
239A494F-5B67-4524-9D1C-E6CAE170B139|6E6D8BE4-45FD-465E-A975-D6CC3F4B1221|66027e51-b1ad-4b10-8250-63af64d23323|E06D24F3-6D2C-47A5-9300-F880877E0C1C
CEC189C5-34FA-44D6-AC6A-CA5C698339BE|F76334C5-C248-4BD3-85F4-2F87C93745A3|4f59580d-1a16-4669-9ed5-4b89615d6903|A41016A0-2848-4969-8197-878D1D9687D6
09BD7FEF-0FE8-4166-8A74-2AE8AAB50903|DD295E0B-BFE2-4458-86DF-E8AA6165E8E1|552c0a24-6038-440f-add5-2dadfb9a23bd|4927E344-0A7C-40A1-AD9B-4A0E4AC305B8
0F9DEFF5-B339-497C-877A-FD6E0AA5ED00|963258B3-7F25-4DB5-AFF2-98DF86E61D61|44f23b3c-e066-4b45-931c-0e8073d3a93a|59E5F556-4B04-43B2-8139-E2D39A7836C6
642947FB-35AE-45DE-B8C4-783E8A37D214|6672E5BB-A42F-4648-AAAA-990B0FFDF93B|de0c86be-9bcb-4d3b-8098-b06687536c1f|343E96D0-3F83-4A37-A4DA-5A18EF6E8937
951058AE-6F10-4719-916C-CF5EB631E8B6|D6959C41-8569-4431-9F9E-69B19C55085B|c9caf109-c27d-4062-9b9f-ac4268629e27|04CF6D23-2063-47A4-A055-A4C3F88E0890
EF4D0AA8-E006-4584-A9A9-92A7BEB0B755|7C9CE7BF-3063-4C4D-B076-37262123E32F|f098e943-26fd-4dc0-b6a0-2d02477004a4|7E8BDC36-02E4-45F6-8EC6-AA5B95EA79D0
5F69994D-05E3-418A-B26F-B5C245366D04|6FBBB25E-B826-4AE0-ACB7-322119D81AAF|0e5dc1c6-f62f-4a36-a1ec-064173332694|46398A47-93F2-4591-B36F-1C28B03CC2F3
763139CA-175F-4119-ADAB-55D3769C8095|F300F936-7801-4312-8CBF-29FD34D0133E|e1729cc2-524a-4069-b4a4-be5aec8473fe|EEF296C6-0A09-499B-89AA-9AF92CC87701
7FBB93D8-63FC-4437-8640-09A8F340AA2D|2D42B1B9-DB8D-4EB7-BEB2-66E1FD099298|b9bbd718-b32f-4466-ab34-42f544ff900e|D8088F84-8BEA-4DCF-B13A-7FA350B7331F
59CED4CC-456B-470F-9A2B-86440F0F5070|F606121C-5F68-4B3A-9E8B-08658659303F|D0F7EC32-EA25-7D32-8708-2CC132446A2E|4DA86139-6A72-4089-8858-6A3A613FDFE6
EE9829AD-5D7D-4CFB-A064-198F189FFF36|44E37FF3-55B1-46AA-8640-6EF64C7A88F9|66027e51-b1ad-4b10-8250-63af64d23323|E06D24F3-6D2C-47A5-9300-F880877E0C1C
FE6FB3AB-E971-4D60-BA13-FA11FB2D2DFB|E56B1268-FCAF-465E-BB6D-6105F29903BB|4f59580d-1a16-4669-9ed5-4b89615d6903|A41016A0-2848-4969-8197-878D1D9687D6
831294C3-19BB-45DD-B982-1046E3577766|09FEE751-2B4D-4A94-9E08-8308565A5839|552c0a24-6038-440f-add5-2dadfb9a23bd|4927E344-0A7C-40A1-AD9B-4A0E4AC305B8
F079990F-10F5-4DA3-B5B0-D0A6E26980C9|E20BB62F-A3B7-4B4E-BEA5-9488E265C682|44f23b3c-e066-4b45-931c-0e8073d3a93a|59E5F556-4B04-43B2-8139-E2D39A7836C6
46135ABB-2C76-4D61-8AC1-4700B3356BCB|3B4A6981-8FAE-44D7-A51A-8997010D8D88|de0c86be-9bcb-4d3b-8098-b06687536c1f|343E96D0-3F83-4A37-A4DA-5A18EF6E8937
8B78A43C-C56B-4D4E-803A-46310DD3FAE1|19286851-DC25-46AD-AF8A-187742201267|c9caf109-c27d-4062-9b9f-ac4268629e27|04CF6D23-2063-47A4-A055-A4C3F88E0890
724BC3AD-1E42-4C10-9EEE-12EEE9C648A4|2C6AFEB3-41F8-4B9F-AEBE-3749DEA68E7D|f098e943-26fd-4dc0-b6a0-2d02477004a4|7E8BDC36-02E4-45F6-8EC6-AA5B95EA79D0
D6BB56C4-EABF-40E8-AAC0-C5569722D7A0|4B96EED2-4B0F-4AB0-9D29-9E796687AF3D|0e5dc1c6-f62f-4a36-a1ec-064173332694|46398A47-93F2-4591-B36F-1C28B03CC2F3
B2B00F9B-3882-4677-8701-D5E911BB0222|AE432E24-87EE-4716-BE7A-FB522B76B55A|e1729cc2-524a-4069-b4a4-be5aec8473fe|EEF296C6-0A09-499B-89AA-9AF92CC87701
2DA24D42-BE22-44AD-B4A0-1253A44AFAEB|F6F70113-88CA-4365-AAAA-4846FA9592C8|b9bbd718-b32f-4466-ab34-42f544ff900e|D8088F84-8BEA-4DCF-B13A-7FA350B7331F
50337BCF-F09A-4505-8EDA-596AAE5AC0BB|58413CCF-5787-4BE4-AE10-6D50EC8A9EB7|D0F7EC32-EA25-7D32-8708-2CC132446A2E|4DA86139-6A72-4089-8858-6A3A613FDFE6
8E3AD478-5246-4E26-9A18-F25A69417273|85A892CB-2AA4-4215-A13B-1FCC5FDD3CED|66027e51-b1ad-4b10-8250-63af64d23323|E06D24F3-6D2C-47A5-9300-F880877E0C1C
0B275F27-DFCA-4558-9E5B-911DBDE0B1AE|85364817-AC76-4B45-9206-31038772C729|4f59580d-1a16-4669-9ed5-4b89615d6903|A41016A0-2848-4969-8197-878D1D9687D6
1BEB6321-C399-40AC-AC50-32779D4AEF02|1276B701-766A-4318-8CFE-889BC453A2BB|552c0a24-6038-440f-add5-2dadfb9a23bd|4927E344-0A7C-40A1-AD9B-4A0E4AC305B8
A00E48FC-43CE-4661-9BC3-7FC304EA1AC5|735FD421-C90E-4F51-B3B2-495062A20D8D|44f23b3c-e066-4b45-931c-0e8073d3a93a|59E5F556-4B04-43B2-8139-E2D39A7836C6
0D0D9169-07BC-41CD-B7D4-2592740D9EE6|570039E3-AAB1-4B0A-A547-81177E18C404|de0c86be-9bcb-4d3b-8098-b06687536c1f|343E96D0-3F83-4A37-A4DA-5A18EF6E8937
E56BEC70-CD4F-42BB-B7DD-92486F86D9EF|B815EF28-020A-407A-9D15-8A681522FE7C|c9caf109-c27d-4062-9b9f-ac4268629e27|04CF6D23-2063-47A4-A055-A4C3F88E0890
6C6FB007-A5BC-4EE2-B78E-0ABE848DC323|9BA32268-A771-4FD9-ACB5-EA648C1F6DCC|f098e943-26fd-4dc0-b6a0-2d02477004a4|7E8BDC36-02E4-45F6-8EC6-AA5B95EA79D0
CBEB1743-7346-43EE-9539-C884C570A1EC|578038E6-0BEF-4F6D-81DF-124F916CA831|0e5dc1c6-f62f-4a36-a1ec-064173332694|46398A47-93F2-4591-B36F-1C28B03CC2F3
50389276-E4EF-4224-BB03-DA7BC98A335C|4A272923-E402-4E23-B5D6-BAC0BE4CF323|e1729cc2-524a-4069-b4a4-be5aec8473fe|EEF296C6-0A09-499B-89AA-9AF92CC87701
819CDDC4-FA58-4893-BD46-D64F0EB3FC1D|1C0828A9-F44B-4E90-B603-D3148DDC89C7|b9bbd718-b32f-4466-ab34-42f544ff900e|D8088F84-8BEA-4DCF-B13A-7FA350B7331F
7A880377-1C69-47E3-A1C3-FA3DA54D9CE2|CF4A1E2A-572E-429E-B33E-1E6DC7A5A0DC|D0F7EC32-EA25-7D32-8708-2CC132446A2E|4DA86139-6A72-4089-8858-6A3A613FDFE6
EE6A704F-2EF1-45FC-83DD-D2073EC3A0F1|E1754E23-4038-4035-B4C2-131DBE87DA0C|66027e51-b1ad-4b10-8250-63af64d23323|E06D24F3-6D2C-47A5-9300-F880877E0C1C
FAD615FE-0D73-4E0E-8A31-CAC28269DAA9|B9B9581B-7D5D-4311-AA4A-ABA104C6ACCA|4f59580d-1a16-4669-9ed5-4b89615d6903|A41016A0-2848-4969-8197-878D1D9687D6
482EB25E-F4EC-486B-87E1-84EB94383174|3B58CA30-7E79-46B5-B446-F26DF0098FDE|552c0a24-6038-440f-add5-2dadfb9a23bd|4927E344-0A7C-40A1-AD9B-4A0E4AC305B8
4AD8F269-E112-4229-816E-0282468694D7|D0E82E53-3E3A-4B49-A214-680B5F2D1164|44f23b3c-e066-4b45-931c-0e8073d3a93a|59E5F556-4B04-43B2-8139-E2D39A7836C6
996A910D-6C4E-4500-9A9D-4D4628309A93|B38EE08C-6164-449E-8619-FF84676D5D46|de0c86be-9bcb-4d3b-8098-b06687536c1f|343E96D0-3F83-4A37-A4DA-5A18EF6E8937
